	line	token	lemma	pos
20769	3986	daden	doen	VRB(finiteness=fin,tense=past)
20770	3986	alsoe	alzo	CONJ(type=sub)
20771	3986	si	zij	PD(type=pers,position=free)
20772	3986	waren	zijn	VRB(finiteness=fin,tense=past)
20773	3986	ghewoene	gewoon	AA(degree=pos,position=free)
20774	3987	Ende	en	CONJ(type=coor)
20775	3987	ginghen	gaan	VRB(finiteness=fin,tense=past)
20776	3987	dichten	dichten	VRB(finiteness=inf)
20777	3987	ende	en	CONJ(type=coor)
20778	3987	viseren	viseren	VRB(finiteness=inf)
20779	3988	Hoe	hoe	ADV(type=reg)
20780	3988	si	zij	PD(type=pers,position=free)
20781	3988	den	de	PD(type=d-p,subtype=art,position=prenom)
20782	3988	hertoge	hertog	NOU-C(number=sg)
20783	3988	mochten	mogen	VRB(finiteness=fin,tense=past)
20784	3988	weren	weren	VRB(finiteness=inf)
20785	3989	Ende	en	CONJ(type=coor)
20786	3989	dlant	dat+land	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)
20787	3989	van	van	ADP(type=pre)
20788	3989	Limborch	Limburg	NOU-P
20789	3989	onthouden	onthouden	VRB(finiteness=inf)
20790	3990	Doen	toen	ADV(type=reg)
20791	3990	vonden	vinden	VRB(finiteness=fin,tense=past)
20792	3990	si	zij	PD(type=pers,position=free)
20793	3990	raet	raad	NOU-C(number=sg)
20794	3990	dat	dat	CONJ(type=sub)
20795	3990	si	zij	PD(type=pers,position=free)
20796	3990	souden	zullen	VRB(finiteness=fin,tense=past)
20797	3991	Met	met	ADP(type=pre)
20798	3991	coepe	koop	NOU-C(number=sg)
20799	3991	toe	toegespreken	VRB(finiteness=inf)
20800	3991	driven	drijven	VRB(finiteness=inf)
20801	3992	Dat	dat	PD(type=d-p,subtype=art,position=prenom)
20802	3992	lant	land	NOU-C(number=sg)
20803	3992	van	van	ADP(type=pre)
20804	3992	Limborch	Limburg	NOU-P
20805	3992	soude	zullen	VRB(finiteness=fin,tense=past)
20806	3992	bliven	blijven	VRB(finiteness=inf)
20807	3993	Den	de	PD(type=d-p,subtype=art,position=prenom)
20808	3993	grave	graf	NOU-C(number=sg)
20809	3993	van	van	ADP(type=pre)
20810	3993	Luthsenborch	Luxemburg	NOU-P
20811	3993	te	te	ADV(type=reg)
20812	3993	male	mal	ADV(type=reg)
20813	3994	Want	want	CONJ(type=coor)
20814	3994	daerbi	daarbij	ADV(type=pron)
20815	3994	waenden	wanen	VRB(finiteness=fin,tense=past)
20816	3994	si	zij	PD(type=pers,position=free)
20817	3994	wale	wel	ADV(type=reg)
20818	3995	Dat	dat	CONJ(type=sub)
20819	3995	den	de	PD(type=d-p,subtype=art,position=prenom)
20820	3995	hertoge	hertog	NOU-C(number=sg)
20821	3995	soude	zullen	VRB(finiteness=fin,tense=past)
20822	3995	ontverren	ontverren	VRB(finiteness=inf)
20823	3996	Die	die	PD(type=d-p,subtype=art,position=prenom)
20824	3996	coep	koop	NOU-C(number=sg)
20825	3996	ginc	gaan	VRB(finiteness=fin,tense=past)
20826	3996	voort	voortkomen	VRB(finiteness=fin,tense=past)
20827	3996	al	al	ADV(type=reg)
20828	3996	sonder	zonder	ADP(type=pre)
20829	3996	merren	mirre	NOU-C(number=sg)
20830	3997	Die	die	PD(type=d-p,subtype=art,position=prenom)
20831	3997	grave	graf	NOU-C(number=sg)
20832	3997	van	van	ADP(type=pre)
20833	3997	Gelre	Gelre	NOU-P
20834	3997	gaf	geven	VRB(finiteness=fin,tense=past)
20835	3997	daer	daar	ADV(type=pron)
20836	3997	thant	tehand	ADV(type=reg)
20837	3998	Bi	bij	ADP(type=pre)
20838	3998	coepe	kopen	VRB(finiteness=inf)
20839	3998	Limborch	Limburg	NOU-P
20840	3998	ende	en	CONJ(type=coor)
20841	3998	al	al	PD(type=indef,position=free)
20842	3998	dlant	dat+land	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)
20843	3999	Den	de	PD(type=d-p,subtype=art,position=prenom)
20844	3999	grave	graf	NOU-C(number=sg)
20845	3999	van	van	ADP(type=pre)
20846	3999	Luthsenborch	Luxemburg	NOU-P
20847	3999	op	opsteken	VRB(finiteness=fin,tense=past)
20848	4000	Van	van	ADP(type=pre)
20849	4000	Coelne	koel	NOU-C(number=sg)
20850	4000	die	die	PD(type=d-p,subtype=art,position=prenom)
20851	4000	eertsbisscop	aardsbisschop	NOU-C(number=sg)
20852	4001	Van	van	ADP(type=pre)
20853	4001	Gelre	Gelre	NOU-P
20854	4001	selve	zelf	PD(type=d-p,position=postnom)
20855	4001	die	die	PD(type=d-p,subtype=art,position=prenom)
20856	4001	grave	graf	NOU-C(number=sg)
20857	4001	Reinout	Reinout	NOU-P
20858	4002	Ende	en	CONJ(type=coor)
20859	4002	al	al	PD(type=indef,position=free)
20860	4002	die	die	PD(type=d-p,subtype=art,position=prenom)
20861	4002	heeren	heer	NOU-C(number=pl)
20862	4002	die	die	PD(type=d-p,position=free)
20863	4002	onhout	onhoud	AA(degree=pos,position=free)
20864	4003	Den	de	PD(type=d-p,subtype=art,position=prenom)
20865	4003	hertoge	hertog	NOU-C(number=sg)
20866	4003	waren	zijn	VRB(finiteness=fin,tense=past)
20867	4003	van	van	ADP(type=pre)
20868	4003	Brabant	Brabant	NOU-P
20869	4004	Swoeren	zweren	VRB(finiteness=fin,tense=past)
20870	4004	daer	daar	ADV(type=reg)
20871	4004	doen	toen	ADV(type=pron)
20872	4004	metter	met+de	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
20873	4004	hant	hand	NOU-C(number=sg)
20874	4005	Datsi	dat+zij	CONJ(type=sub)+PD(type=pers,position=free)
20875	4005	ewelike	eeuwelijk	ADV(type=reg)
20876	4005	souden	zullen	VRB(finiteness=fin,tense=past)
20877	4006	Dlant	dat+land	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)
20878	4006	van	van	ADP(type=pre)
20879	4006	Limborch	Limburg	NOU-P
20880	4006	helpen	helpen	VRB(finiteness=inf)
20881	4006	houden	houden	VRB(finiteness=inf)
20882	4007	Den	de	PD(type=d-p,subtype=art,position=prenom)
20883	4007	grave	graf	NOU-C(number=sg)
20884	4007	van	van	ADP(type=pre)
20885	4007	Luthsenborch	Luxemburg	NOU-P
20886	4007	met	met	ADP(type=pre)
20887	4007	crachte	kracht	NOU-C(number=sg)
20888	4008	Die	die	PD(type=d-p,subtype=art,position=prenom)
20889	4008	hertoge	hertog	NOU-C(number=sg)
20890	4008	te	te	ADP(type=pre)
20891	4008	Tricht	Tricht	NOU-P
20892	4008	lach	lachen	VRB(finiteness=fin,tense=past)
20893	4008	ende	en	CONJ(type=coor)
20894	4008	dachte	denken	VRB(finiteness=fin,tense=past)
20895	4009	Dat	dat	CONJ(type=sub)
20896	4009	sine	zijn	PD(type=pers,position=free)+PD(type=pers,position=free)
20897	4009	dicke	dik	ADV(type=reg)
20898	4009	hadden	hebben	VRB(finiteness=fin,tense=past)
20899	4009	bedrogen	bedriegen	VRB(finiteness=pastpart)
20900	4010	Dat	dat	CONJ(type=sub)
20901	4010	hi	hij	PD(type=pers,position=free)
20902	4010	hem	hij	PD(type=refl,position=free)
20903	4010	aen	aan	ADP(type=pre)
20904	4010	haer	haar	PD(type=poss,position=prenom)
20905	4010	geloven	geloof	NOU-C(number=sg)
20906	4011	Niet	niet	ADV(type=reg)
20907	4011	en	ne	ADV(type=reg)
20908	4011	soude	zullen	VRB(finiteness=fin,tense=past)
20909	4011	houden	houden	VRB(finiteness=inf)
20910	4011	soe	zo	ADV(type=reg)
20911	4011	vaste	vast	AA(degree=pos,position=free)
20912	4012	Hine	hij+ne	PD(type=pers,position=free)+ADV(type=reg)
20913	4012	soude	zullen	VRB(finiteness=fin,tense=past)
20914	4012	te	te	ADP(type=pre)
20915	4012	Tricht	Tricht	NOU-P
20916	4012	soe	zo	ADV(type=reg)
20917	4012	vele	veel	PD(type=indef,subtype=oth,position=prenom)
20918	4012	gaste	gaste	NOU-C(number=pl)
20919	4013	Van	van	ADP(type=pre)
20920	4013	ridderen	ridder	NOU-C(number=pl)
20921	4013	ende	en	CONJ(type=coor)
20922	4013	van	van	ADP(type=pre)
20923	4013	cnapen	knaap	NOU-C(number=pl)
20924	4013	bringen	brengen	VRB(finiteness=inf)
20925	4014	Of	of	CONJ(type=sub)
20926	4014	si	zij	PD(type=pers,position=free)
20927	4014	die	die	PD(type=d-p,subtype=art,position=prenom)
20928	4014	soene	zoen	NOU-C(number=sg)
20929	4014	niet	niet	ADV(type=reg)
20930	4014	aen	aanzien	VRB(finiteness=fin,tense=past)
20931	4014	en	ne	ADV(type=reg)
20932	4014	gingen	gaan	VRB(finiteness=fin,tense=past)
20933	4015	Dat	dat	CONJ(type=sub)
20934	4015	hi	hij	PD(type=pers,position=free)
20935	4015	soude	zullen	VRB(finiteness=fin,tense=past)
20936	4015	sonder	zonder	ADP(type=pre)
20937	4015	sparen	sparen	NOU-C(number=sg)
20938	4016	Daer	daar	ADV(type=reg)
20939	4016	si	zij	PD(type=pers,position=free)
20940	4016	alle	al	PD(type=indef,position=free)
20941	4016	vergadert	vergaderen	VRB(finiteness=pastpart)
20942	4016	waren	zijn	VRB(finiteness=fin,tense=past)
20943	4017	Met	met	ADP(type=pre)
20944	4017	crachte	kracht	NOU-C(number=sg)
20945	4017	in	in	ADP(type=pre)
20946	4017	haer	haar	PD(type=poss,position=prenom)
20947	4017	lant	land	NOU-C(number=sg)
20948	4017	trecken	trekken	VRB(finiteness=inf)
20949	4018	Hier	hier	ADV(type=reg)
20950	4018	binnen	binnen	ADV(type=reg)
20951	4018	moeste	moeten	VRB(finiteness=fin,tense=past)
20952	4018	hem	hij	PD(type=pers,position=free)
20953	4018	ontdecken	ontdekken	VRB(finiteness=inf)
20954	4019	Hare	haar	PD(type=poss,position=prenom)
20955	4019	comescap	koopmanschap	NOU-C(number=sg)
20956	4019	ende	en	CONJ(type=coor)
20957	4019	hare	haar	PD(type=poss,position=prenom)
20958	4019	raet	raad	NOU-C(number=sg)
20959	4020	Die	die	PD(type=d-p,position=free)
20960	4020	scadelijc	schadelijk	AA(degree=pos,position=free)
20961	4020	was	zijn	VRB(finiteness=fin,tense=past)
20962	4020	ende	en	CONJ(type=coor)
20963	4020	quaet	kwaad	AA(degree=pos,position=free)
20964	4021	Die	die	PD(type=d-p,position=free)
20965	4021	si	zij	PD(type=pers,position=free)
20966	4021	te	te	ADP(type=pre)
20967	4021	Valkenborch	Valkenburg	NOU-P
20968	4021	dreven	drijven	VRB(finiteness=fin,tense=past)
20969	4022	Die	die	PD(type=d-p,position=free)
20970	4022	noch	nog	ADV(type=reg)
20971	4022	ware	zijn	VRB(finiteness=fin,tense=past)
20972	4022	beter	goed	AA(degree=comp,position=free)
20973	4022	achter	achten	VRB(finiteness=fin,tense=past)
20974	4022	bleven	blijven	VRB(finiteness=fin,tense=past)
20975	4023	Want	want	CONJ(type=coor)
20976	4023	die	die	PD(type=d-p,subtype=art,position=prenom)
20977	4023	raet	raad	NOU-C(number=sg)
20978	4023	cochten	kopen	VRB(finiteness=fin,tense=past)
20979	4023	ende	en	CONJ(type=coor)
20980	4023	vercochten	verkopen	VRB(finiteness=fin,tense=past)
20981	4024	Dat	dat	PD(type=d-p,subtype=art,position=prenom)
20982	4024	lant	land	NOU-C(number=sg)
20983	4024	van	van	ADP(type=pre)
20984	4024	Limborch	Limburg	NOU-P
20985	4024	si	zij	PD(type=pers,position=free)
20986	4024	sochten	zoeken	VRB(finiteness=fin,tense=past)
20987	4025	Daer	daar	ADV(type=pron)
20988	4025	iammer	immer	ADV(type=reg)
20989	4025	af	af	ADV(type=pron)
20990	4025	quam	komen	VRB(finiteness=fin,tense=past)
20991	4025	ende	en	CONJ(type=coor)
20992	4025	scade	schade	NOU-C(number=sg)
20993	4026	Want	want	CONJ(type=coor)
20994	4026	doen	toen	CONJ(type=sub)
20995	4026	den	de	PD(type=d-p,subtype=art,position=prenom)
20996	4026	hertoge	hertog	NOU-C(number=sg)
20997	4026	hare	haar	PD(type=pers,position=free)
20998	4026	dade	doen	VRB(finiteness=fin,tense=past)
20999	4027	Ende	en	CONJ(type=coor)
21000	4027	hare	haar	PD(type=poss,position=prenom)
21001	4027	comescap	koopmanschap	NOU-C(number=sg)
21002	4027	wert	worden	VRB(finiteness=fin,tense=past)
21003	4027	cont	kond	AA(degree=pos,position=free)
21004	4028	Wert	worden	VRB(finiteness=fin,tense=past)
21005	4028	hi	hij	PD(type=pers,position=free)
21006	4028	tornich	toornig	AA(degree=pos,position=free)
21007	4028	ende	en	CONJ(type=coor)
21008	4028	bestont	bestaan	VRB(finiteness=fin,tense=past)
21009	4029	Die	die	PD(type=d-p,subtype=art,position=prenom)
21010	4029	coenste	koen	AA(degree=sup,position=prenom)
21011	4029	daet	daad	NOU-C(number=sg)
21012	4029	ende	en	CONJ(type=coor)
21013	4029	die	die	PD(type=d-p,subtype=art,position=prenom)
21014	4029	meeste	meest	PD(type=indef,position=free)
21015	4030	Die	die	PD(type=d-p,position=free)
21016	4030	men	men	PD(type=pers,position=free)
21017	4030	vint	vinden	VRB(finiteness=fin,tense=pres)
21018	4030	in	in	ADP(type=pre)
21019	4030	enege	enig	PD(type=indef,subtype=oth,position=prenom)
21020	4030	yeeste	jeest	NOU-C(number=sg)
21021	4031	Bescreven	beschrijven	VRB(finiteness=pastpart)
21022	4031	van	van	ADP(type=pre)
21023	4031	enen	een	PD(type=indef,subtype=art,position=prenom)
21024	4031	man	man	NOU-C(number=sg)
21025	4032	Nu	nu	ADV(type=reg)
21026	4032	hoort	horen	VRB(finiteness=fin,tense=pres)
21027	4032	hoe	hoe	ADV(type=reg)
21028	4032	dese	deze	PD(type=d-p,subtype=oth,position=prenom)
21029	4032	daet	daad	NOU-C(number=sg)
21030	4032	began	beginnen	VRB(finiteness=fin,tense=past)
21031	4033	Dies	dies	ADV(type=reg)
21032	4033	naestes	naaste	NOU-C(number=sg)
21033	4033	andages	andag	NOU-C(number=sg)
21034	4033	die	die	PD(type=d-p,position=free)
21035	4033	gelach	geliggen	VRB(finiteness=fin,tense=past)
21036	4034	Na	na	ADP(type=pre)
21037	4034	den	de	PD(type=d-p,subtype=oth,position=prenom)
21038	4034	selven	zelf	PD(type=d-p,subtype=oth,position=prenom)
21039	4034	sinxen	zing	AA(degree=pos,position=prenom)
21040	4034	dach	dag	NOU-C(number=sg)
21041	4035	Daer	daar	ADV(type=pron)
21042	4035	men	men	PD(type=pers,position=free)
21043	4035	parlement	parlement	NOU-C(number=sg)
21044	4035	op	op	ADV(type=pron)
21045	4035	dreef	drijven	VRB(finiteness=fin,tense=past)
21046	4036	Dat	dat	PD(type=d-p,subtype=art,position=prenom)
21047	4036	scadeleec	schadeleek	NOU-C(number=sg)
21048	4036	daer	daar	ADV(type=pron)
21049	4036	achter	achter	ADV(type=pron)
21050	4036	bleef	blijven	VRB(finiteness=fin,tense=past)
21051	4037	Bereidde	bereiden	VRB(finiteness=fin,tense=past)
21052	4037	hem	hij	PD(type=refl,position=free)
21053	4037	vore	voor	ADP(type=pre)
21054	4037	den	de	PD(type=d-p,subtype=art,position=prenom)
21055	4037	dage	dag	NOU-C(number=sg)
21056	4038	Die	die	PD(type=d-p,subtype=art,position=prenom)
21057	4038	hertoge	hertog	NOU-C(number=sg)
21058	4038	Jan	Jan	NOU-P
21059	4038	ende	en	CONJ(type=coor)
21060	4038	leide	leiden	VRB(finiteness=fin,tense=past)
21061	4038	lage	laag	ADV(type=reg)
21062	4039	Ghemeenlike	gemeenlijk	ADV(type=reg)
21063	4039	alle	al	PD(type=indef,position=free)
21064	4039	dien	dat	PD(type=d-p,subtype=oth,position=prenom)
21065	4039	heeren	heer	NOU-C(number=pl)
21066	4040	Die	die	PD(type=d-p,position=free)
21067	4040	Limborch	Limburg	NOU-P
21068	4040	hem	hij	PD(type=refl,position=free)
21069	4040	wouden	willen	VRB(finiteness=fin,tense=past)
21070	4040	ontkeeren	ontkeren	VRB(finiteness=inf)
21071	4041	Vore	voor	ADP(type=pre)
21072	4041	Valkenborch	Valkenburg	NOU-P
21073	4041	hebben	hebben	VRB(finiteness=fin,tense=pres)
21074	4041	geleegt	leggen	VRB(finiteness=pastpart)
21075	4042	Dese	deze	PD(type=d-p,subtype=oth,position=prenom)
21076	4042	meere	meer	NOU-C(number=sg)
21077	4042	wert	worden	VRB(finiteness=fin,tense=past)
21078	4042	soe	zo	ADV(type=reg)
21079	4042	vroech	vroeg	AA(degree=pos,position=free)
21080	4042	geseegt	zeggen	VRB(finiteness=pastpart)
21081	4043	Te	te	ADP(type=pre)
21082	4043	Valkenborch	Valkenburg	NOU-P
21083	4043	ende	en	CONJ(type=coor)
21084	4043	vernomen	vernemen	VRB(finiteness=pastpart)
21085	4044	Eer	eer	CONJ(type=sub)
21086	4044	die	die	PD(type=d-p,subtype=art,position=prenom)
21087	4044	hertoge	hertog	NOU-C(number=sg)
21088	4044	daer	daar	ADV(type=reg)
21089	4044	mochte	mogen	VRB(finiteness=fin,tense=past)
21090	4044	comen	komen	VRB(finiteness=inf)
21091	4045	Dat	dat	CONJ(type=sub)
21092	4045	die	die	PD(type=d-p,subtype=art,position=prenom)
21093	4045	vorste	verst	NOU-C(number=sg)
21094	4045	van	van	ADP(type=pre)
21095	4045	Coelne	Keulen	NOU-P
21096	4045	ontquam	ontkomen	VRB(finiteness=fin,tense=past)
21097	4046	Doen	doen	VRB(finiteness=inf)
21098	4046	die	die	PD(type=d-p,subtype=art,position=prenom)
21099	4046	hertoge	hertog	NOU-C(number=sg)
21100	4046	dat	dat	PD(type=d-p,position=free)
21101	4046	vernam	vernemen	VRB(finiteness=fin,tense=past)
21102	4047	Datti	dat+gij	CONJ(type=sub)+PD(type=pers,position=free)
21103	4047	gherumet	ruimen	VRB(finiteness=pastpart)
21104	4047	was	zijn	VRB(finiteness=fin,tense=past)
21105	4047	over	over	ADV(type=reg)
21106	4047	waer	waar	ADV(type=reg)
21107	4048	Doene	toen	ADV(type=reg)
21108	4048	merde	marren	VRB(finiteness=fin,tense=past)
21109	4048	hi	hij	PD(type=pers,position=free)
21110	4048	niet	niet	ADV(type=reg)
21111	4048	langer	lang	AA(degree=comp,position=free)
21112	4048	daer	daar	ADV(type=reg)
21113	4049	Maer	maar	CONJ(type=coor)
21114	4049	daer	daar	ADV(type=pron)
21115	4049	si	zij	PD(type=pers,position=free)
21116	4049	alle	al	PD(type=indef,position=free)
21117	4049	toesagen	toezien	VRB(finiteness=fin,tense=past)
21118	4050	Die	die	PD(type=d-p,position=free)
21119	4050	te	te	ADP(type=pre)
21120	4050	Valkenborch	Valkenburg	NOU-P
21121	4050	op	op	ADV(type=pron)
21122	4050	lagen	liggen	VRB(finiteness=fin,tense=past)
21123	4051	Toech	tijgen	VRB(finiteness=fin,tense=past)
21124	4051	hi	hij	PD(type=pers,position=free)
21125	4051	voort	voortkomen	VRB(finiteness=fin,tense=past)
21126	4051	ten	ten	ADP(type=pre)+PD(type=d-p,subtype=oth,position=prenom)
21127	4051	selven	zelf	PD(type=d-p,subtype=oth,position=prenom)
21128	4051	stonden	stond	NOU-C(number=sg)
21129	4052	Met	met	ADP(type=pre)
21130	4052	banieren	banier	NOU-C(number=pl)
21131	4052	onghewonden	ongewonden	AA(degree=pos,position=free)
21132	4053	Op	op	ADP(type=pre)
21133	4053	groote	groot	AA(degree=pos,position=prenom)
21134	4053	orsse	ros	NOU-C(number=sg)
21135	4053	ghemonteert	monteren	VRB(finiteness=pastpart)
21136	4053	wale	wel	ADV(type=reg)
21137	4054	Volgeden	volgen	VRB(finiteness=fin,tense=past)
21138	4054	hem	hij	PD(type=pers,position=free)
21139	4054	met	met	ADP(type=pre)
21140	4054	ghetale	getal	NOU-C(number=sg)
21141	4055	Si	zij	PD(type=pers,position=free)
21142	4055	xvc	1595	NUM(type=card,position=free,representation=rom)
21143	4055	na	na	ADP(type=pre)
21144	4055	minen	mijn	PD(type=poss,position=prenom)
21145	4055	sin	zin	NOU-C(number=sg)
21146	4056	En	ne	ADV(type=reg)
21147	4056	wasser	zijn+er	VRB(finiteness=fin,tense=past)+ADV(type=reg)
21148	4056	niet	niet	ADV(type=reg)
21149	4056	vele	veel	ADV(type=reg)
21150	4056	meer	meer	ADV(type=reg)
21151	4056	no	noch	CONJ(type=coor)
21152	4056	min	min	ADV(type=reg)
21153	4057	Die	die	PD(type=d-p,subtype=art,position=prenom)
21154	4057	wapene	wapen	NOU-C(number=pl)
21155	4057	consten	kunnen	VRB(finiteness=fin,tense=past)
21156	4057	alle	al	PD(type=indef,position=free)
21157	4057	hanteren	hanteren	VRB(finiteness=inf)
21158	4058	Dus	dus	ADV(type=reg)
21159	4058	voer	voeren	VRB(finiteness=fin,tense=past)
21160	4058	hi	hij	PD(type=pers,position=free)
21161	4058	in	in	ADP(type=pre)
21162	4058	hare	haar	PD(type=poss,position=prenom)
21163	4058	lant	land	NOU-C(number=sg)
21164	4058	logeren	logeren	VRB(finiteness=inf)
21165	4059	Sonder	zonder	ADP(type=pre)
21166	4059	veste	veste	NOU-C(number=sg)
21167	4059	te	te	ADP(type=pre)
21168	4059	velde	veld	NOU-C(number=sg)
21169	4059	buten	buiten	ADP(type=pre)
21170	4060	Die	die	PD(type=d-p,subtype=art,position=prenom)
21171	4060	vorste	verst	NOU-C(number=sg)
21172	4060	van	van	ADP(type=pre)
21173	4060	Coelne	Keulen	NOU-P
21174	4060	dede	doen	VRB(finiteness=fin,tense=past)
21175	4060	hem	hij	PD(type=pers,position=free)
21176	4060	sluten	sluiten	VRB(finiteness=inf)
21177	4061	Te	te	ADP(type=pre)
21178	4061	Heimsberge	Heimsbergen	NOU-P
21179	4061	daer	daar	ADV(type=reg)
21180	4061	hi	hij	PD(type=pers,position=free)
21181	4061	was	zijn	VRB(finiteness=fin,tense=past)
21182	4061	gevlouwen	vlieden	VRB(finiteness=pastpart)
21183	4062	Om	om	CONJ(type=sub)
21184	4062	dat	dat	CONJ(type=sub)
21185	4062	hi	hij	PD(type=pers,position=free)
21186	4062	moeste	moeten	VRB(finiteness=fin,tense=past)
21187	4062	den	de	PD(type=d-p,subtype=art,position=prenom)
21188	4062	hertoge	hertog	NOU-C(number=sg)
21189	4062	scouwen	schouwen	VRB(finiteness=inf)
21190	4063	Daer	daar	ADV(type=reg)
21191	4063	volgeden	volgen	VRB(finiteness=fin,tense=past)
21192	4063	hem	hij	PD(type=pers,position=free)
21193	4063	na	na	ADP(type=pre)
21194	4063	die	die	PD(type=d-p,subtype=art,position=prenom)
21195	4063	heeren	heer	NOU-C(number=pl)
21196	4064	Daer	daar	ADV(type=pron)
21197	4064	hi	hij	PD(type=pers,position=free)
21198	4064	door	door	ADV(type=pron)
21199	4064	noot	noot	NOU-C(number=sg)
21200	4064	moeste	moeten	VRB(finiteness=fin,tense=past)
21201	4064	af	afvangen	VRB(finiteness=inf)
21202	4064	keeren	keren	VRB(finiteness=inf)
21203	4065	Te	te	ADP(type=pre)
21204	4065	Valkenborch	Valkenburg	NOU-P
21205	4065	daer	daar	ADV(type=reg)
21206	4065	men	men	PD(type=pers,position=free)
21207	4065	stoorde	storen	VRB(finiteness=fin,tense=past)
21208	4066	Doen	toen	CONJ(type=sub)
21209	4066	die	die	PD(type=d-p,subtype=art,position=prenom)
21210	4066	hertoge	hertog	NOU-C(number=sg)
21211	4066	dat	dat	PD(type=d-p,position=free)
21212	4066	hoorde	horen	VRB(finiteness=fin,tense=past)
21213	4067	Dat	dat	CONJ(type=sub)
21214	4067	hise	hij+zij	PD(type=pers,position=free)+PD(type=pers,position=free)
21215	4067	te	te	ADP(type=pre)
21216	4067	Heimsberge	Heimsbergen	NOU-P
21217	4067	soude	zullen	VRB(finiteness=fin,tense=past)
21218	4067	vinden	vinden	VRB(finiteness=inf)
21219	4068	Doen	toen	ADV(type=reg)
21220	4068	woude	willen	VRB(finiteness=fin,tense=past)
21221	4068	hise	hij+zij	PD(type=pers,position=free)+PD(type=pers,position=free)
21222	4068	noch	nog	ADV(type=reg)
21223	4068	meer	meer	ADV(type=reg)
21224	4068	scinden	schenden	VRB(finiteness=inf)
21225	4069	Ende	en	CONJ(type=coor)
21226	4069	volgde	volgen	VRB(finiteness=fin,tense=past)
21227	4069	hen	zij	PD(type=pers,position=free)
21228	4069	na	nemen	VRB(finiteness=fin,tense=past)
21229	4069	tot	tot	ADP(type=pre)
21230	4069	int	in+het	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
21231	4069	lant	land	NOU-C(number=sg)
21232	4070	Van	van	ADP(type=pre)
21233	4070	Wassenberge	Wassenbergen	NOU-P
21234	4070	ende	en	CONJ(type=coor)
21235	4070	stichte	stichten	VRB(finiteness=fin,tense=past)
21236	4070	brant	brand	NOU-C(number=sg)
21237	4071	Soe	zo	ADV(type=reg)
21238	4071	na	na	ADP(type=pre)
21239	4071	hen	zij	PD(type=pers,position=free)
21240	4071	sonder	zonder	ADP(type=pre)
21241	4071	liegen	liegen	NOU-C(number=sg)
21242	4072	Dat	dat	CONJ(type=sub)
21243	4072	hen	zij	PD(type=pers,position=free)
21244	4072	over	over	ADP(type=pre)
21245	4072	thoeft	dat+hoofd	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)
21246	4072	vliegen	vliegen	VRB(finiteness=inf)
21247	4073	Mochte	mogen	VRB(finiteness=fin,tense=past)
21248	4073	die	die	PD(type=d-p,subtype=art,position=prenom)
21249	4073	roec	roek	NOU-C(number=sg)
21250	4073	van	van	ADP(type=pre)
21251	4073	den	de	PD(type=d-p,subtype=art,position=prenom)
21252	4073	brande	brand	NOU-C(number=sg)
21253	4074	Dese	deze	PD(type=d-p,subtype=oth,position=prenom)
21254	4074	cracht	kracht	NOU-C(number=sg)
21255	4074	ende	en	CONJ(type=coor)
21256	4074	dese	deze	PD(type=d-p,subtype=oth,position=prenom)
21257	4074	scande	schande	NOU-C(number=sg)
21258	4075	Moesten	moeten	VRB(finiteness=fin,tense=past)
21259	4075	si	zij	PD(type=pers,position=free)
21260	4075	al	al	ADV(type=reg)
21261	4075	daer	daar	ADV(type=reg)
21262	4075	ghedogen	gedogen	VRB(finiteness=inf)
21263	4076	Van	van	ADV(type=reg)
21264	4076	daer	daar	ADV(type=reg)
21265	4076	voer	voeren	VRB(finiteness=fin,tense=past)
21266	4076	hi	hij	PD(type=pers,position=free)
21267	4076	vore	voor	ADP(type=pre)
21268	4076	hare	haar	PD(type=poss,position=prenom)
21269	4076	ogen	oog	NOU-C(number=pl)
21270	4077	Tote	tot	ADP(type=pre)
21271	4077	op	op	ADP(type=pre)
21272	4077	den	de	PD(type=d-p,subtype=art,position=prenom)
21273	4077	Rijn	Rijn	NOU-P
21274	4077	met	met	ADP(type=pre)
21275	4077	ghewout	gewoud	NOU-C(number=sg)
21276	4078	En	ne	ADV(type=reg)
21277	4078	leeft	leven	VRB(finiteness=fin,tense=pres)
21278	4078	nieman	niemand	PD(type=indef,position=free)
21279	4078	nu	nu	ADV(type=reg)
21280	4078	soe	zo	ADV(type=reg)
21281	4078	out	uit	ADP(type=pre)
21282	4079	Dien	dat	PD(type=d-p,position=free)
21283	4079	des	de	PD(type=d-p,subtype=art,position=prenom)
21284	4079	ghedincken	gedenken	NOU-C(number=sg)
21285	4079	conne	kunnen	VRB(finiteness=fin,tense=pres)
21286	4080	Dat	dat	CONJ(type=sub)
21287	4080	tusschen	tussen	ADP(type=pre)
21288	4080	Coelne	koelen	VRB(finiteness=inf)
21289	4080	ende	en	CONJ(type=coor)
21290	4080	Bonne	bom	NOU-C(number=sg)
21291	4081	Enich	enig	PD(type=indef,subtype=oth,position=prenom)
21292	4081	vorste	verst	NOU-C(number=sg)
